phrase,order,sentence_id,language
variante regional inteligible,noun_adj,es-train-004-s336,es
infraestructura educativa básica,noun_adj,es-train-004-s377,es
actividad comunitario religioso,noun_adj,es-train-004-s450,es
arquitecto mexicano modernos,noun_adj,es-train-004-s451,es
nave fenicia procedente,noun_adj,es-train-004-s464,es
área científico tecnológico,noun_adj,es-train-004-s480,es
zona montañoso cercano,noun_adj,es-train-004-s485,es
sistema parlamentario tradicional,noun_adj,es-train-005-s13,es
guerra civil inca,noun_adj,es-train-005-s18,es
trayectoria académico profesional,noun_adj,es-train-005-s40,es
lengua apache occidental,noun_adj,es-train-005-s46,es
agencia inmobiliario serio,noun_adj,es-train-005-s135,es
cultivo comercial hidropónico,noun_adj,es-train-005-s139,es
actividad físico diario,noun_adj,es-train-005-s156,es
gasto energético total,noun_adj,es-train-005-s156,es
género botánico perteneciente,noun_adj,es-train-005-s167,es
modelo investigador parecido,noun_adj,es-train-005-s184,es
diseño agradable capaz,noun_adj,es-train-005-s192,es
traza urbano modernista,noun_adj,es-train-005-s269,es
templo colonial hermoso,noun_adj,es-train-005-s290,es
evento náutico antiguo,noun_adj,es-train-005-s320,es
revolución liberal ecuatoriano,noun_adj,es-train-005-s326,es
modelo educativo actual,noun_adj,es-train-005-s335,es
servicio médico forense,noun_adj,es-train-005-s369,es
radio argentino perteneciente,noun_adj,es-train-005-s370,es
libro clásico espiritual,noun_adj,es-train-005-s387,es
tema genérico similar,noun_adj,es-train-005-s401,es
nota alto difícil,noun_adj,es-train-005-s410,es
escuela militar especial,noun_adj,es-train-005-s432,es
idioma extranjero moderno,noun_adj,es-train-005-s449,es
chubasco disperso moderado,noun_adj,es-train-005-s497,es
viento flojo variable,noun_adj,es-train-005-s497,es
tecnología ocioso proveniente,noun_adj,es-train-006-s3,es
tradición oral polinesia,noun_adj,es-train-006-s79,es
fuerza comunicacional emancipadora,noun_adj,es-train-006-s85,es
obra monumental conocido,noun_adj,es-train-006-s158,es
orden ceremonial rastafari,noun_adj,es-train-006-s228,es
aeropuerto internacional cercano,noun_adj,es-train-006-s254,es
área activo puntual,noun_adj,es-train-006-s338,es
enfoque mundial cristiano,noun_adj,es-train-006-s355,es
ataque filosófico difícil,noun_adj,es-train-006-s355,es
municipio español perteneciente,noun_adj,es-train-006-s384,es
fuerza aérea mexicana,noun_adj,es-train-006-s388,es
aviación militar mexicano,noun_adj,es-train-006-s388,es
método tradicional asturiano,noun_adj,es-train-006-s398,es
banda polaco popular,noun_adj,es-train-006-s431,es
cocina tradicional castellano,noun_adj,es-train-006-s480,es
diario deportivo romano,noun_adj,es-train-006-s481,es
vino blanco fresquito,noun_adj,es-train-007-s3,es
hoja plegado lanceolado,noun_adj,es-train-007-s93,es
competición musical anual,noun_adj,es-train-007-s105,es
agua potable rural,noun_adj,es-train-007-s126,es
médico uruguayo perteneciente,noun_adj,es-train-007-s178,es
experiencia floral completo,noun_adj,es-train-007-s183,es
legislación vigente sindical,noun_adj,es-train-007-s190,es
conjetura centenario tal,noun_adj,es-train-007-s287,es
energía solar térmico,noun_adj,es-train-007-s387,es
junta provisional gubernativa,noun_adj,es-train-007-s413,es
monumento increado eterno,noun_adj,es-train-007-s418,es
asesoramiento mineralógico exquisito,noun_adj,es-train-007-s430,es
calle comercial concurrido,noun_adj,es-train-007-s478,es
proyecto solidario ecológico,noun_adj,es-train-007-s498,es
conflicto armado interno,noun_adj,es-train-008-s16,es
industria automotriz brasileño,noun_adj,es-train-008-s31,es
comité directivo estatal,noun_adj,es-train-008-s80,es
orientación vertical normal,noun_adj,es-train-008-s87,es
crisis financiero mundial,noun_adj,es-train-008-s110,es
base militar soviético,noun_adj,es-train-008-s137,es
mando clásico negro,noun_adj,es-train-008-s140,es
ecuación diferencial lineal,noun_adj,es-train-008-s163,es
tendencia alcista actual,noun_adj,es-train-008-s170,es
ser humano completo,noun_adj,es-train-008-s224,es
proyecto nacional suizo,noun_adj,es-train-008-s249,es
hiperplasia suprarenal congénita,noun_adj,es-train-008-s255,es
grupo armado europeo,noun_adj,es-train-008-s319,es
efecto inductivo positivo,noun_adj,es-train-008-s330,es
técnico esencial propio,noun_adj,es-train-008-s354,es
guitarrista flamenco español,noun_adj,es-train-008-s358,es
derecho humanitario internacional,noun_adj,es-train-008-s403,es
desembarco europeo documentado,noun_adj,es-train-008-s455,es
jugador profesional joven,noun_adj,es-train-008-s473,es
deporte profesional estadounidense,noun_adj,es-train-008-s473,es
fuerza rumano inferior,noun_adj,es-train-008-s485,es
estado mayor general,noun_adj,es-train-009-s57,es
agencia espacial japonés,noun_adj,es-train-009-s142,es
raíz carnoso similar,noun_adj,es-train-009-s209,es
población total mayor,noun_adj,es-train-009-s282,es
fuerza armado componente,noun_adj,es-train-009-s283,es
joven prometedor ecuatoriano,noun_adj,es-train-009-s295,es
templo hinduista sagrado,noun_adj,es-train-009-s430,es
artista argentino contemporáneo,noun_adj,es-train-009-s440,es
patio canario precioso,noun_adj,es-train-009-s455,es
licitación público internacional,noun_adj,es-train-009-s477,es
principio intuitivo fundamental,noun_adj,es-train-009-s487,es
tiro libre consecutivo,noun_adj,es-train-009-s499,es
lucha libre profesional,noun_adj,es-train-010-s18,es
división administrativo francés,noun_adj,es-train-010-s63,es
forma único parecido total,noun_adj,es-train-010-s67,es
división inferior perteneciente,noun_adj,es-train-010-s72,es
wikis público notable,noun_adj,es-train-010-s129,es
guerra civil española,noun_adj,es-train-010-s146,es
especie invasor agresivo,noun_adj,es-train-010-s148,es
orden militar cristiano,noun_adj,es-train-010-s152,es
oficina nacional británico,noun_adj,es-train-010-s197,es
ortografía vasco actual,noun_adj,es-train-010-s202,es
clima frío extremo,noun_adj,es-train-010-s224,es
museo histórico municipal,noun_adj,es-train-010-s234,es
institución parapolicial catalán propio,noun_adj,es-train-010-s300,es
retablo mayor churrigueresco,noun_adj,es-train-010-s315,es
comunidad indígena existente,noun_adj,es-train-010-s330,es
famoso maestro cantero,adj_noun,es-train-010-s352,es
liga nacional democrática,noun_adj,es-train-010-s365,es
unidad funcional paralelo,noun_adj,es-train-010-s387,es
grupo social excluido,noun_adj,es-train-010-s391,es
mancha oval plateado,noun_adj,es-train-010-s397,es
región arenoso seco,noun_adj,es-train-010-s435,es
cubierto acorazado superior,noun_adj,es-train-010-s442,es
columna salomónico decorado total,noun_adj,es-train-010-s480,es
grupo operativo especiales,noun_adj,es-train-010-s482,es
congreso federal centroamericano,noun_adj,es-train-010-s497,es
himno real sumerio,noun_adj,es-train-011-s59,es
género literario sumerio,noun_adj,es-train-011-s59,es
red privado avanzado,noun_adj,es-train-011-s96,es
bollo parecido tostado,noun_adj,es-train-011-s103,es
brigada mixto independiente,noun_adj,es-train-011-s225,es
moral burgués distinto,noun_adj,es-train-011-s230,es
estado normar rival,noun_adj,es-train-011-s231,es
ordenanza municipal regulador,noun_adj,es-train-011-s278,es
género monotípico perteneciente,noun_adj,es-train-011-s288,es
centro educativo público,noun_adj,es-train-011-s289,es
campo magnético externo,noun_adj,es-train-011-s334,es
actividad económico tradicional,noun_adj,es-train-011-s338,es
tenor rumano poseedor,noun_adj,es-train-011-s340,es
sector energético andaluz,noun_adj,es-train-011-s347,es
expedición científico ruso,noun_adj,es-train-011-s412,es
guardas rojas moderado,noun_adj,es-train-011-s432,es
línea antiguo abierto,noun_adj,es-train-011-s451,es
frailes menores capuchinos,noun_adj,es-train-012-s36,es
cubrir plano accesible,noun_adj,es-train-012-s71,es
banda pionero argentina procedente,noun_adj,es-train-012-s128,es
telescopio pequeño barato,noun_adj,es-train-012-s132,es
apoyo logístico internacional,noun_adj,es-train-012-s246,es
sociedad deportivo soviético,noun_adj,es-train-012-s309,es
distrito escolar grande,noun_adj,es-train-012-s331,es
ángulo apical anterior,noun_adj,es-train-012-s354,es
poesía oral tradicional,noun_adj,es-train-012-s376,es
juego arcadir clásico adicional,noun_adj,es-train-012-s409,es
campeonato federal ganado,noun_adj,es-train-012-s422,es
baya globular negro,noun_adj,es-train-012-s429,es
arte marcial mixta,noun_adj,es-train-012-s447,es
práctica deportivo liviano,noun_adj,es-train-012-s453,es
estudio neurológico comentado,noun_adj,es-train-012-s493,es
actividad biológico ligero,noun_adj,es-train-013-s41,es
clase medio alto,noun_adj,es-train-013-s43,es
núcleo olfatorio anterior,noun_adj,es-train-013-s61,es
naciente natural grande,noun_adj,es-train-013-s67,es
guardia imperial romano,noun_adj,es-train-013-s68,es
infantería ligero itálico,noun_adj,es-train-013-s92,es
planta herbáceo cespitoso,noun_adj,es-train-013-s99,es
codificación comercial chileno,noun_adj,es-train-013-s117,es
película bélico dirigido,noun_adj,es-train-013-s205,es
ligamento cruzado anterior,noun_adj,es-train-013-s207,es
manifestación cultural diverso,noun_adj,es-train-013-s232,es
asma bronquial leve,noun_adj,es-train-013-s248,es
macizo montañoso erosionado,noun_adj,es-train-013-s258,es
garantía constitucional suficiente,noun_adj,es-train-013-s301,es
levantamiento fascista golpista,noun_adj,es-train-013-s309,es
fortaleza medieval destacable,noun_adj,es-train-013-s327,es
causa independentista ucrania,noun_adj,es-train-013-s337,es
conspiración terrorista cristiano,noun_adj,es-train-013-s359,es
esquina superior izquierdo,noun_adj,es-train-013-s364,es
sistema alternativo útil,noun_adj,es-train-013-s365,es
sistema autoritario capitalista,noun_adj,es-train-013-s385,es
vida cotidiano individual,noun_adj,es-train-013-s385,es
mundo ciclista profesional,noun_adj,es-train-013-s390,es
vida insólito habitual,noun_adj,es-train-013-s420,es
estilo musical electrónico,noun_adj,es-train-013-s460,es
acontecimiento alternativo importante,noun_adj,es-train-013-s478,es
poder público español,noun_adj,es-train-013-s489,es
lengua nativo mexicano,noun_adj,es-train-014-s27,es
franja horizontal blanco,noun_adj,es-train-014-s37,es
instalación mínimo imprescindible,noun_adj,es-train-014-s141,es
medio biológico natural,noun_adj,es-train-014-s254,es
siguiente hermoso expresión,adj_noun,es-train-014-s273,es
aspecto narrativo idéntico,noun_adj,es-train-014-s280,es
daño estructural severo,noun_adj,es-train-014-s285,es
estilo narrativo urbano,noun_adj,es-train-014-s325,es
chorlito dorado chico,noun_adj,es-train-014-s355,es
pupila dilatado reactivo,noun_adj,es-train-014-s368,es
medio interno ordenado,noun_adj,es-train-014-s400,es
avión regional ruso,noun_adj,es-train-014-s406,es
obra mitológico importante,noun_adj,es-train-014-s418,es
trayectoria profesional intachable,noun_adj,es-train-014-s474,es
muestra artesanal solicitado,noun_adj,es-train-015-s18,es
servicio militar obligatorio,noun_adj,es-train-015-s42,es
servicio militar voluntario,noun_adj,es-train-015-s42,es
medida preventivo efectivo,noun_adj,es-train-015-s59,es
autoridad público hostil,noun_adj,es-train-015-s69,es
cabo geográfico homónimo,noun_adj,es-train-015-s98,es
sombrero viejo seco,noun_adj,es-train-015-s103,es
hotel pequeñito nuevo,noun_adj,es-train-015-s120,es
bosque natural denso alto,noun_adj,es-train-015-s151,es
corredor finlandés retirado,noun_adj,es-train-015-s155,es
ingeniería eléctrico moderno,noun_adj,es-train-015-s161,es
experto bancario internacional,noun_adj,es-train-015-s190,es
giro lingüístico propio,noun_adj,es-train-015-s191,es
proyecto vacío rentable,noun_adj,es-train-015-s226,es
militsia local georgiano,noun_adj,es-train-015-s233,es
mujer guerrero perteneciente,noun_adj,es-train-015-s238,es
vida intelectual internacional,noun_adj,es-train-015-s277,es
dispositivo electrónico relevante,noun_adj,es-train-015-s304,es
entidad local menor,noun_adj,es-train-015-s313,es
equipo olímpico portugués,noun_adj,es-train-015-s315,es
construcción urbano antiguo,noun_adj,es-train-015-s317,es
género monotípico perteneciente,noun_adj,es-train-015-s333,es
función neurológico normal,noun_adj,es-train-015-s424,es
ciclo cultural independiente importante,noun_adj,es-train-015-s460,es
oclusiva velar sonoro,noun_adj,es-train-016-s99,es
actividad poblacional escaso,noun_adj,es-train-016-s101,es
luz intenso similar,noun_adj,es-train-016-s102,es
colono negro libre,noun_adj,es-train-016-s172,es
diócesis católico antiguo,noun_adj,es-train-016-s181,es
empleado contable famoso,noun_adj,es-train-016-s202,es
empresa minero norteamericano,noun_adj,es-train-016-s202,es
poeta barroco alemán,noun_adj,es-train-016-s208,es
inscripción rúnico sueco,noun_adj,es-train-016-s231,es
escritor gallego importante,noun_adj,es-train-016-s328,es
roca sedimentario detrítico,noun_adj,es-train-016-s353,es
cabina telefónico improvisado,noun_adj,es-train-016-s361,es
mujer profesional jugador,noun_adj,es-train-016-s389,es
parámetro químico sencillo,noun_adj,es-train-016-s460,es
manifestación cultural gratuita,noun_adj,es-train-016-s471,es
actividad educativo propio,noun_adj,es-train-016-s478,es
centro vacacional local,noun_adj,es-train-016-s499,es
pasta dental especificar,noun_adj,es-train-017-s84,es
evento deportivo profesional,noun_adj,es-train-017-s89,es
organización antifascista internacional,noun_adj,es-train-017-s110,es
vía terrestre federal,noun_adj,es-train-017-s131,es
episodio eruptivo histórico,noun_adj,es-train-017-s192,es
equipamiento deportivo profesional,noun_adj,es-train-017-s221,es
potencia militar fuerte,noun_adj,es-train-017-s295,es
enclave prerromano oretano,noun_adj,es-train-017-s311,es
agente físico discreto,noun_adj,es-train-017-s393,es
música folclórico americana,noun_adj,es-train-017-s394,es
actividad comercial urbano,noun_adj,es-train-017-s401,es
ficción gay moderno,noun_adj,es-train-017-s419,es
selva tropical maduro,noun_adj,es-train-017-s428,es
revista antifascista inglés,noun_adj,es-train-017-s431,es
mensaje fascista propio,noun_adj,es-train-017-s435,es
franja costera atlántico norteamericano,noun_adj,es-train-017-s440,es
punto turístico importante,noun_adj,es-train-017-s465,es
ave acuático migratorio,noun_adj,es-train-017-s490,es
verde profundo avalle,adj_noun,es-train-017-s497,es
poblado indígena antiguo,noun_adj,es-train-017-s497,es
planta motriz potente,noun_adj,es-train-018-s28,es
tradición religioso místico,noun_adj,es-train-018-s51,es
tierra bajo subtropical,noun_adj,es-train-018-s57,es
servicio técnico oficial,noun_adj,es-train-018-s62,es
género botánico perteneciente,noun_adj,es-train-018-s65,es
sociedad automovilístico ucraniano,noun_adj,es-train-018-s79,es
obra surrealista temprano,noun_adj,es-train-018-s92,es
piel blanco carnoso,noun_adj,es-train-018-s96,es
compañía petrolero argelino,noun_adj,es-train-018-s112,es
municipio español perteneciente,noun_adj,es-train-018-s114,es
composición químico molecular,noun_adj,es-train-018-s117,es
sistema económico estratificado,noun_adj,es-train-018-s136,es
declaración público fuerte,noun_adj,es-train-018-s171,es
política exterior estadounidense,noun_adj,es-train-018-s171,es
teoría alternativo contrario,noun_adj,es-train-018-s187,es
arte rupestre paleolítico,noun_adj,es-train-018-s216,es
parque natural público,noun_adj,es-train-018-s241,es
escritor gay prometedor,noun_adj,es-train-018-s243,es
jefe militar venezolano,noun_adj,es-train-018-s327,es
música popular chileno,noun_adj,es-train-018-s353,es
político indígeno venezolano,noun_adj,es-train-018-s366,es
área legal específico,noun_adj,es-train-018-s399,es
líder revolucionario otomano,noun_adj,es-train-018-s409,es
lenguaje pictórico propio,noun_adj,es-train-018-s422,es
área boscoso talado,noun_adj,es-train-018-s463,es
esfuerzo bélico alemán,noun_adj,es-train-018-s467,es
convenio internacionales referente,noun_adj,es-train-019-s7,es
vano gran equipo,adj_noun,es-train-019-s14,es
estudio científico geográfico,noun_adj,es-train-019-s25,es
grupo ultracatólico análogo,noun_adj,es-train-019-s43,es
planta pequeño epífitar,noun_adj,es-train-019-s108,es
efecto adverso tal,noun_adj,es-train-019-s115,es
régimen comunista soviético,noun_adj,es-train-019-s133,es
comida típico veraniego,noun_adj,es-train-019-s134,es
fenómeno meteorológico adverso,noun_adj,es-train-019-s137,es
sistema operativo propietario,noun_adj,es-train-019-s161,es
grupo aficionado gallego,noun_adj,es-train-019-s179,es
ligamento lateral cruzado posterior,noun_adj,es-train-019-s204,es
mercado bursátil global,noun_adj,es-train-019-s230,es
partido popular democrático,noun_adj,es-train-019-s249,es
zona económico autónomo,noun_adj,es-train-019-s256,es
masa continental meridional,noun_adj,es-train-019-s261,es
empresa estadounidense fabricante,noun_adj,es-train-019-s273,es
tema musical presente,noun_adj,es-train-019-s284,es
célula presentador respectivo,noun_adj,es-train-019-s313,es
médico estadounidense famoso,noun_adj,es-train-019-s360,es
primero gran caravana,adj_noun,es-train-019-s360,es
semilla híbrido especial,noun_adj,es-train-019-s372,es
diseñador técnico conocido,noun_adj,es-train-019-s375,es
corte penal internacional,noun_adj,es-train-019-s415,es
ranking final alto,noun_adj,es-train-019-s475,es
círculo regionalista andaluz,noun_adj,es-train-019-s483,es
lucha libre profesional,noun_adj,es-train-020-s5,es
campeonato mundial junior,noun_adj,es-train-020-s17,es
perfil político opuesto,noun_adj,es-train-020-s53,es
futbolista internacional español,noun_adj,es-train-020-s67,es
potencial nuevo aliado,noun_adj,es-train-020-s95,es
sección radiofónico propio,noun_adj,es-train-020-s141,es
partido político europeo,noun_adj,es-train-020-s164,es
lazo humano específico,noun_adj,es-train-020-s179,es
grupo étnico griego,noun_adj,es-train-020-s229,es
linaje griego ancestral,noun_adj,es-train-020-s229,es
traumatismo craneoencefálico leve,noun_adj,es-train-020-s232,es
árbol monocotiledóneo endémico,noun_adj,es-train-020-s235,es
sistema oficial europeo,noun_adj,es-train-020-s236,es
posición fortificado romana,noun_adj,es-train-020-s291,es
destino veraniego demandado,noun_adj,es-train-020-s302,es
personalidad histórico nacional,noun_adj,es-train-020-s325,es
espacio aéreo europeo,noun_adj,es-train-020-s400,es
tierra vasco occidental,noun_adj,es-train-020-s410,es
descubrimiento reciente importante,noun_adj,es-train-020-s496,es
poder divino nuevo,noun_adj,es-train-021-s12,es
pelo negro lacio,noun_adj,es-train-021-s18,es
sector mayorista nacional,noun_adj,es-train-021-s74,es
centros educativos solidarios,noun_adj,es-train-021-s95,es
concha marina agujereado,noun_adj,es-train-021-s128,es
delito electoral alguno,noun_adj,es-train-021-s150,es
dúo japonés formado,noun_adj,es-train-021-s152,es
planta herbácea perenn tropical,noun_adj,es-train-021-s164,es
carga aerodinámico dócil,noun_adj,es-train-021-s166,es
extremo izquierdo terrorista,noun_adj,es-train-021-s178,es
templo medieval importante,noun_adj,es-train-021-s188,es
tracto reproductivo femenino,noun_adj,es-train-021-s224,es
actriz norteamericano ganador,noun_adj,es-train-021-s313,es
danza nupcial complejo,noun_adj,es-train-021-s317,es
época colonial inglés,noun_adj,es-train-021-s327,es
edificio singular recayente,noun_adj,es-train-021-s369,es
pintor italiano renacentista integrante,noun_adj,es-train-021-s376,es
organismo negativo similar,noun_adj,es-train-021-s377,es
proyecto básico propio,noun_adj,es-train-021-s389,es
rama estilar corto,noun_adj,es-train-021-s471,es
distrito electoral municipal,noun_adj,es-train-021-s486,es
acto interpretativo individual,noun_adj,es-train-022-s21,es
estructura económico prevaleciente,noun_adj,es-train-022-s21,es
compañía español fabricante famoso,noun_adj,es-train-022-s109,es
gobernador civil republicano,noun_adj,es-train-022-s110,es
recurso humano proveniente,noun_adj,es-train-022-s111,es
movimiento obrero argentino,noun_adj,es-train-022-s133,es
producto químico peligroso,noun_adj,es-train-022-s135,es
tenista profesional francés,noun_adj,es-train-022-s137,es
valva lateral simétrico,noun_adj,es-train-022-s203,es
recurso natural inagotable,noun_adj,es-train-022-s206,es
planta herbácea perenn,noun_adj,es-train-022-s217,es
árbol exótico conífero,noun_adj,es-train-022-s219,es
revista erudito dominante,noun_adj,es-train-022-s293,es
institución democrático español,noun_adj,es-train-022-s306,es
modelo económico vigente,noun_adj,es-train-022-s308,es
presente sencillo arco,adj_noun,es-train-022-s316,es
tradición musical extendido,noun_adj,es-train-022-s359,es
industria editorial centrado,noun_adj,es-train-022-s404,es
estado metálico natural,noun_adj,es-train-022-s434,es
compañía aéreo alemán,noun_adj,es-train-022-s439,es
ritual bárdico moderno,noun_adj,es-train-022-s451,es
recurso hídrico superficial,noun_adj,es-train-022-s471,es
escándalo político chileno,noun_adj,es-train-022-s474,es
motivo vegetal estilizado,noun_adj,es-train-023-s64,es
religión tradicional chino,noun_adj,es-train-023-s122,es
práctica físico adecuado,noun_adj,es-train-023-s122,es
alquimista piromaníaco loco,noun_adj,es-train-023-s135,es
artesanía local tradicional,noun_adj,es-train-023-s160,es
galaxia espiral barrado,noun_adj,es-train-023-s161,es
pantalla táctil capacitivo,noun_adj,es-train-023-s165,es
escaparate inmobiliario céntrico,noun_adj,es-train-023-s171,es
sistema flexible respetuoso,noun_adj,es-train-023-s206,es
venta ambulante espontáneo,noun_adj,es-train-023-s215,es
asesoramiento jurídico integral,noun_adj,es-train-023-s221,es
traza gótico cuadrangular,noun_adj,es-train-023-s241,es
hábitat salino acuoso grande,noun_adj,es-train-023-s269,es
club alpino austríaco,noun_adj,es-train-023-s285,es
club alpino austro,noun_adj,es-train-023-s285,es
club alpino alemán,noun_adj,es-train-023-s285,es
club alpino francés,noun_adj,es-train-023-s285,es
obra social sindical,noun_adj,es-train-023-s307,es
personaje gráfico parecido,noun_adj,es-train-023-s320,es
formación boscoso propio,noun_adj,es-train-023-s325,es
pueblo invasor mediterráneo,noun_adj,es-train-023-s365,es
clima tropical lluvioso cálido,noun_adj,es-train-023-s366,es
obra artístico susceptible,noun_adj,es-train-023-s394,es
candidato presidencial trámite,noun_adj,es-train-023-s446,es
costo monetario directo,noun_adj,es-train-023-s461,es
efecto colateral físico,noun_adj,es-train-023-s461,es
procesador gráfico potente,noun_adj,es-train-023-s482,es
servicio secreto francés,noun_adj,es-train-023-s484,es
ecuación diferencial ordinario,noun_adj,es-train-023-s495,es
resistencia activo grave,noun_adj,es-train-024-s28,es
asistencia psicológico gratuito,noun_adj,es-train-024-s28,es
centro docente público,noun_adj,es-train-024-s28,es
baloncestista profesional estadounidense,noun_adj,es-train-024-s38,es
satélite artificial construido,noun_adj,es-train-024-s42,es
virgen románico sedente,noun_adj,es-train-024-s65,es
filtro bajo activo,noun_adj,es-train-024-s70,es
político socialista español,noun_adj,es-train-024-s75,es
proyecto musical perteneciente,noun_adj,es-train-024-s81,es
cadena televisivo infantil,noun_adj,es-train-024-s82,es
música tradicional occidental,noun_adj,es-train-024-s100,es
entidad local menor,noun_adj,es-train-024-s103,es
ámbito territorial inferior,noun_adj,es-train-024-s103,es
entidad municipal descentralizado,noun_adj,es-train-024-s103,es
cámara mortuorio único,noun_adj,es-train-024-s110,es
grupo musical estudiantil,noun_adj,es-train-024-s141,es
trámite legal necesario,noun_adj,es-train-024-s162,es
título internacional consecutivo,noun_adj,es-train-024-s181,es
problema tecnológico severo,noun_adj,es-train-024-s184,es
escuela barroco francés,noun_adj,es-train-024-s350,es
escuela infantil bilingüe,noun_adj,es-train-024-s354,es
personalidad jurídico propio,noun_adj,es-train-024-s365,es
tronco solitario subterráneo,noun_adj,es-train-024-s378,es
obra gráfica original,noun_adj,es-train-024-s379,es
comisión militar revolucionario,noun_adj,es-train-024-s399,es
sistema operativo móvil,noun_adj,es-train-024-s419,es
fenómeno meteorológico frecuente,noun_adj,es-train-025-s7,es
orden cronológico interno,noun_adj,es-train-025-s41,es
medio estatal norcoreano,noun_adj,es-train-025-s70,es
mártir criollo asunceno,noun_adj,es-train-025-s113,es
derecho anglosajón antiguo,noun_adj,es-train-025-s132,es
cárcel franquista duro,noun_adj,es-train-025-s161,es
obra maestro arquitectónico,noun_adj,es-train-025-s169,es
ministro presbiteriano estadounidense,noun_adj,es-train-025-s172,es
