phrase,order,sentence_id,language
new popular weapon,adj_noun,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0090,en
total absolute deliberate fabrication,adj_noun,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0108,en
several arab leader,adj_noun,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0130,en
numerous other example,adj_noun,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0133,en
such orwellian nomenclature,adj_noun,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0133,en
many social problem,adj_noun,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0139,en
soft vulnerable target,adj_noun,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0141,en
second wider circle,adj_noun,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0144,en
other religious establishment,adj_noun,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0146,en
certain moslem community,adj_noun,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0149,en
same outer circle,adj_noun,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0153,en
best private school,adj_noun,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0157,en
typical local ringleader,adj_noun,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0159,en
naive fashioned habit,adj_noun,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0162,en
such total disregard,adj_noun,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0163,en
deliberate multiple murder,adj_noun,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0169,en
entire new set,adj_noun,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0171,en
total absolute unity,adj_noun,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0203,en
few more year,adj_noun,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0208,en
other pre-war argument,adj_noun,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0210,en
significant strategic change,adj_noun,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0216,en
elaborate terrorist act,adj_noun,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0223,en
certain shiite element,adj_noun,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0226,en
most european country,adj_noun,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0227,en
saudi financial support,adj_noun,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0231,en
forceful economic measure,adj_noun,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0232,en
other european country,adj_noun,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0238,en
democratic arab world,adj_noun,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0240,en
free international travel,adj_noun,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0241,en
better temporary solution,adj_noun,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0245,en
immediate sudden democracy,adj_noun,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0245,en
additional innocent life,adj_noun,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0249,en
unbelievable biological attack,adj_noun,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0009,en
lone american scientist,adj_noun,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0019,en
efficient biological weapon,adj_noun,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0079,en
certain limited information,adj_noun,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0115,en
former russian bioweaponeer,adj_noun,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0142,en
key russian scientist,adj_noun,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0142,en
top iraqi scientist,adj_noun,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0147,en
egyptian militant islamist,adj_noun,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0204,en
many false premise,adj_noun,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0225,en
coincidental malaysian connection,adj_noun,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0232,en
other sr. spec.,adj_noun,email-enronsent19_01-0057,en
unexercised vested option,adj_noun,email-enronsent00_01-0018,en
larger regional market,adj_noun,email-enronsent30_01-0059,en
other impressionist litho,adj_noun,email-enronsent27_01-0024,en
smaller fat woman,adj_noun,email-enronsent08_02-0024,en
new corporate card,adj_noun,email-enronsent42_01-0010,en
english financial transaction,adj_noun,email-enronsent36_02-0059,en
such great parent,adj_noun,email-enronsent22_01-0006,en
such loving home,adj_noun,email-enronsent22_01-0006,en
best possible education,adj_noun,email-enronsent22_01-0010,en
first portable notebook,adj_noun,email-enronsent22_01-0045,en
latest commercial laptop,adj_noun,email-enronsent22_01-0050,en
final final form,adj_noun,email-enronsent24_01-0063,en
great back day,adj_noun,email-enronsent34_01-0010,en
other coastal town,adj_noun,email-enronsent40_01-0089,en
few other question,adj_noun,email-enronsent13_01-0012,en
senior legal specialist,adj_noun,email-enronsent13_01-0075,en
senior legal specialist,adj_noun,email-enronsent13_01-0080,en
senior legal specialist,adj_noun,email-enronsent13_01-0085,en
other legal rule,adj_noun,email-enronsent16_01-0033,en
australian financial power,adj_noun,email-enronsent16_01-0105,en
sufficient accurate information,adj_noun,email-enronsent02_01-0011,en
formal global report,adj_noun,email-enronsent02_01-0015,en
personal best award,adj_noun,email-enronsent02_01-0017,en
additional permanent headcount,adj_noun,email-enronsent02_01-0018,en
certain key process,adj_noun,email-enronsent02_01-0018,en
repeatable daily process,adj_noun,email-enronsent02_01-0022,en
several related issue,adj_noun,email-enronsent02_01-0035,en
above parochial issue,adj_noun,email-enronsent02_01-0041,en
new daily process,adj_noun,email-enronsent02_01-0045,en
full internal review,adj_noun,email-enronsent02_01-0050,en
full substantive reconciliation,adj_noun,email-enronsent02_01-0059,en
additional electric cost,adj_noun,email-enronsent10_01-0016,en
international medical convention,adj_noun,email-enronsent39_01-0013,en
necessary specific information,adj_noun,email-enronsent39_01-0052,en
correct legal name,adj_noun,email-enronsent41_01-0072,en
wrong legal name,adj_noun,email-enronsent41_01-0072,en
correct legal name,adj_noun,email-enronsent41_01-0088,en
local legal counsel,adj_noun,email-enronsent03_01-0154,en
other pertinent information,adj_noun,email-enronsent35_01-0064,en
next few month,adj_noun,email-enronsent05_02-0075,en
real political risk,adj_noun,email-enronsent05_02-0079,en
notional basis differential,adj_noun,email-enronsent37_01-0047,en
such burdensome requirement,adj_noun,email-enronsent37_01-0057,en
single long form,adj_noun,email-enronsent37_01-0065,en
many new analyst,adj_noun,email-enronsent37_01-0121,en
average annual load,adj_noun,email-enronsent38_01-0008,en
amount due related,noun_adj,email-enronsent38_01-0027,en
other midmarket form,adj_noun,email-enronsent38_01-0034,en
minor fine tuning,adj_noun,email-enronsent38_01-0086,en
standard reimbursable interconnect,adj_noun,email-enronsent43_01-0004,en
standard reimbursable interconnect,adj_noun,email-enronsent43_01-0030,en
own spiritual journey,adj_noun,email-enronsent43_01-0110,en
enough shakespearean twist,adj_noun,email-enronsent07_01-0025,en
other legal rule,adj_noun,email-enronsent33_01-0059,en
good cross-functional feedback,adj_noun,email-enronsent33_01-0139,en
best anti-trust attorney,adj_noun,email-enronsent33_01-0163,en
correct permissive liberal culture,adj_noun,newsgroup-groups.google.com_alt.animals.badgers_172dcd8baf26948f_ENG_20040823_121900-0013,en
fun related instance,adj_noun,newsgroup-groups.google.com_alt.animals.badgers_172dcd8baf26948f_ENG_20040823_121900-0023,en
few good thing,adj_noun,newsgroup-groups.google.com_hiddennook_04d8cc994875d454_ENG_20050207_012300-0012,en
superb investigative panel,adj_noun,newsgroup-groups.google.com_hiddennook_04d8cc994875d454_ENG_20050207_012300-0013,en
collective bad behaviour,adj_noun,newsgroup-groups.google.com_herpesnation_c74170a0fcfdc880_ENG_20051125_075200-0022,en
holistic viral specialist,adj_noun,newsgroup-groups.google.com_herpesnation_c74170a0fcfdc880_ENG_20051125_075200-0029,en
more personal freedom,adj_noun,newsgroup-groups.google.com_eHolistic_417b09016150421f_ENG_20051120_175800-0004,en
faster efficient delivery,adj_noun,newsgroup-groups.google.com_eHolistic_417b09016150421f_ENG_20051120_175800-0023,en
amazing scientific breakthrough,adj_noun,newsgroup-groups.google.com_eHolistic_417b09016150421f_ENG_20051120_175800-0038,en
tremendous positive effect,adj_noun,newsgroup-groups.google.com_Meditation20051_1027f5a3651d547c_ENG_20050316_085700-0005,en
most other bear,adj_noun,newsgroup-groups.google.com_alt.animals.bear_395d998336aec581_ENG_20031225_105300-0009,en
other canadian recipient,adj_noun,newsgroup-groups.google.com_alt.animals.bear_395d998336aec581_ENG_20031225_105300-0028,en
small integral object,adj_noun,newsgroup-groups.google.com_emails_ec0a1064de05e74b_ENG_20040929_023800-0009,en
legit honorable guild,adj_noun,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500-0035,en
many different guild,adj_noun,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500-0037,en
own select guild,adj_noun,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500-0039,en
confidential urgent assistance,adj_noun,newsgroup-groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700-0004,en
former iraqi partner,adj_noun,newsgroup-groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700-0016,en
expensive natural disaster,adj_noun,newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0046,en
many huge waste,adj_noun,newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0053,en
dear sick friend,adj_noun,newsgroup-groups.google.com_eHolistic_2dd76f31ceb6bfe8_ENG_20050513_224200-0002,en
wonderful young child,adj_noun,newsgroup-groups.google.com_eHolistic_2dd76f31ceb6bfe8_ENG_20050513_224200-0046,en
latest unconnected consequence,adj_noun,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0004,en
japanese territorial water,adj_noun,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0004,en
chinese nuclear submarine,adj_noun,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0004,en
difficult political issue,adj_noun,newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0030,en
special inner quietness,adj_noun,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0014,en
warm tropical beach,adj_noun,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0016,en
vivid beautiful colour,adj_noun,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0017,en
greater universal mind,adj_noun,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0025,en
warm gentle breeze,adj_noun,newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0040,en
fundamental human right,adj_noun,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0021,en
other human being,adj_noun,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0021,en
basic human right,adj_noun,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0027,en
common civic life,adj_noun,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0031,en
excellent judicial temperament,adj_noun,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0013,en
serious blind spot,adj_noun,newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0025,en
second manned mission,adj_noun,newsgroup-groups.google.com_FOOLED_7554c5ce34a5a49e_ENG_20051012_144800-0010,en
second manned spacecraft,adj_noun,newsgroup-groups.google.com_FOOLED_7554c5ce34a5a49e_ENG_20051012_144800-0015,en
next several year,adj_noun,newsgroup-groups.google.com_FOOLED_7554c5ce34a5a49e_ENG_20051012_144800-0020,en
innocent beautiful loving cat,adj_noun,newsgroup-groups.google.com_alt.animals.cat_01ff709c4bf2c60c_ENG_20040418_040100-0008,en
slow agonizing death,adj_noun,newsgroup-groups.google.com_alt.animals.cat_01ff709c4bf2c60c_ENG_20040418_040100-0008,en
poor beautiful creature,adj_noun,newsgroup-groups.google.com_alt.animals.cat_01ff709c4bf2c60c_ENG_20040418_040100-0017,en
tiny sweet little mind,adj_noun,newsgroup-groups.google.com_alt.animals.cat_01ff709c4bf2c60c_ENG_20040418_040100-0017,en
poor innocent animal,adj_noun,newsgroup-groups.google.com_alt.animals.cat_01ff709c4bf2c60c_ENG_20040418_040100-0023,en
many other book,adj_noun,newsgroup-groups.google.com_alt.animals.cat_01ff709c4bf2c60c_ENG_20040418_040100-0030,en
useless pre-fabricated crap,adj_noun,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0003,en
many large corporation,adj_noun,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0033,en
fleeting lone wolf,adj_noun,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900-0011,en
veritable ecological cascade,adj_noun,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900-0028,en
more streamside willow,adj_noun,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900-0029,en
interesting social dynamic,adj_noun,newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900-0053,en
non-human natural world,adj_noun,newsgroup-groups.google.com_alt.animals_0e65f540816d780c_ENG_20041116_124800-0007,en
uninterrupted phenological record,adj_noun,newsgroup-groups.google.com_alt.animals_0e65f540816d780c_ENG_20041116_124800-0008,en
many many new species,adj_noun,newsgroup-groups.google.com_alt.animals_0e65f540816d780c_ENG_20041116_124800-0030,en
important commercial species,adj_noun,newsgroup-groups.google.com_alt.animals_0e65f540816d780c_ENG_20041116_124800-0050,en
important non-commercial animal,adj_noun,newsgroup-groups.google.com_alt.animals_0e65f540816d780c_ENG_20041116_124800-0053,en
