phrase,order,sentence_id,language
frère marianiste bienheureux,noun_adj,fr-ud-train_00779,fr
consonne fricatif latéral aléolaire sourd,noun_adj,fr-ud-train_00807,fr
volcanisme intraplaque océanique,noun_adj,fr-ud-train_00808,fr
extrémité latéral supérieur,noun_adj,fr-ud-train_00820,fr
division aéroporté américain,noun_adj,fr-ud-train_00827,fr
union syndical suisse,noun_adj,fr-ud-train_00832,fr
ovipositeur plat visible,noun_adj,fr-ud-train_00862,fr
principale commun touristique,noun_adj,fr-ud-train_00865,fr
député européen allemand,noun_adj,fr-ud-train_00876,fr
parc naturel régional,noun_adj,fr-ud-train_00889,fr
maladie chromosomique congénital,noun_adj,fr-ud-train_00931,fr
attitude hautain caractéristique,noun_adj,fr-ud-train_00940,fr
langue aslien septentrional,noun_adj,fr-ud-train_00966,fr
homme politique belge bruxellois,noun_adj,fr-ud-train_00976,fr
décrochage scolaire précoce,noun_adj,fr-ud-train_00980,fr
lentille central divergent,noun_adj,fr-ud-train_01007,fr
homme politique français,noun_adj,fr-ud-train_01017,fr
question économique israélien,noun_adj,fr-ud-train_01074,fr
alliance anti-indépendantiste secret,noun_adj,fr-ud-train_01079,fr
groupuscule contre-révolutionnaire local,noun_adj,fr-ud-train_01079,fr
personnalité poujadiste influent,noun_adj,fr-ud-train_01079,fr
haut moyen âge,adj_noun,fr-ud-train_01091,fr
société sidérurgique luxembourgeois,noun_adj,fr-ud-train_01109,fr
suffrage universel direct,noun_adj,fr-ud-train_01112,fr
abattage rituel halal,noun_adj,fr-ud-train_01114,fr
parti social démocrate indépendant,noun_adj,fr-ud-train_01117,fr
média bourgeois conservateur,noun_adj,fr-ud-train_01117,fr
bombardement défensif célèbre,noun_adj,fr-ud-train_01136,fr
division administratif français,noun_adj,fr-ud-train_01148,fr
programme alimentaire mondial,noun_adj,fr-ud-train_01200,fr
communauté autonome espagnol,noun_adj,fr-ud-train_01223,fr
artillerie côtier italien,noun_adj,fr-ud-train_01238,fr
gare ferroviaire français,noun_adj,fr-ud-train_01259,fr
état fédéral belge,noun_adj,fr-ud-train_01275,fr
église catholique français,noun_adj,fr-ud-train_01303,fr
homme politique américain,noun_adj,fr-ud-train_01312,fr
courant fonctionnaliste danois,noun_adj,fr-ud-train_01366,fr
région naturel suivant,noun_adj,fr-ud-train_01375,fr
fond minimal théorique,noun_adj,fr-ud-train_01403,fr
travail mathématique important,noun_adj,fr-ud-train_01414,fr
type cellulaire différent,noun_adj,fr-ud-train_01426,fr
ancien petit lycée,adj_noun,fr-ud-train_01453,fr
cuisine traditionnel français,noun_adj,fr-ud-train_01467,fr
motif musical habituel,noun_adj,fr-ud-train_01484,fr
situation fiscal individuel,noun_adj,fr-ud-train_01523,fr
maison-tour génois typique,noun_adj,fr-ud-train_01534,fr
opérateur public postal,noun_adj,fr-ud-train_01538,fr
idée stratégique précis,noun_adj,fr-ud-train_01538,fr
projet artistique international,noun_adj,fr-ud-train_01544,fr
guerre civil libyen,noun_adj,fr-ud-train_01635,fr
partenaire financier solide,noun_adj,fr-ud-train_01636,fr
politique interventionniste polonais,noun_adj,fr-ud-train_01638,fr
fait social sicilien,noun_adj,fr-ud-train_01646,fr
institution sécuritaire marocain,noun_adj,fr-ud-train_01651,fr
chambre bas marocain,noun_adj,fr-ud-train_01680,fr
circonscription électoral australien,noun_adj,fr-ud-train_01694,fr
chaos musical permanent,noun_adj,fr-ud-train_01736,fr
topographie montagneux difficile,noun_adj,fr-ud-train_01746,fr
histoire local anglais,noun_adj,fr-ud-train_01753,fr
opinion public maghrébin,noun_adj,fr-ud-train_01758,fr
dirigeant occidental français,noun_adj,fr-ud-train_01758,fr
homme politique français,noun_adj,fr-ud-train_01772,fr
équipe national féminin,noun_adj,fr-ud-train_01774,fr
société canadien ltd,noun_adj,fr-ud-train_01783,fr
défibrillateur automatique implantable,noun_adj,fr-ud-train_01795,fr
héritage culturel américain,noun_adj,fr-ud-train_01821,fr
construction géométrique rigoureux,noun_adj,fr-ud-train_01828,fr
vie étudiant épanouissant,noun_adj,fr-ud-train_01850,fr
navette spatial américain,noun_adj,fr-ud-train_01861,fr
caractéristique phonétique riche,noun_adj,fr-ud-train_01867,fr
film musical américain,noun_adj,fr-ud-train_01870,fr
tristesse existentiel profond,noun_adj,fr-ud-train_01878,fr
spécialité culinaire savoyard,noun_adj,fr-ud-train_01882,fr
fonds monétaire international,noun_adj,fr-ud-train_01906,fr
distance zénithal réciproque,noun_adj,fr-ud-train_01931,fr
pilote automobile français,noun_adj,fr-ud-train_01967,fr
versement fiscal libératoire,noun_adj,fr-ud-train_01990,fr
joueur professionnel suédois,noun_adj,fr-ud-train_01998,fr
affaire intergouvernemental canadien,noun_adj,fr-ud-train_02010,fr
philosophe humaniste français contemporain,noun_adj,fr-ud-train_02029,fr
internationale démocrate centriste,noun_adj,fr-ud-train_02031,fr
union astronomique international,noun_adj,fr-ud-train_02038,fr
retombée économique annuel,noun_adj,fr-ud-train_02041,fr
plancher orbitaire droit,noun_adj,fr-ud-train_02045,fr
ligne éditorial propre,noun_adj,fr-ud-train_02137,fr
bien culturel suisse,noun_adj,fr-ud-train_02178,fr
école primaire proche,noun_adj,fr-ud-train_02204,fr
force supérieur ennemi,noun_adj,fr-ud-train_02255,fr
force armé révolutionnaire,noun_adj,fr-ud-train_02279,fr
preuve supplémentaire concret,noun_adj,fr-ud-train_02282,fr
force armé opérationnel,noun_adj,fr-ud-train_02282,fr
condition dépressionnaire présent,noun_adj,fr-ud-train_02294,fr
habit traditionnel sahraoui,noun_adj,fr-ud-train_02368,fr
résolution onusien relatif,noun_adj,fr-ud-train_02414,fr
question déclaratif supplémentaire,noun_adj,fr-ud-train_02417,fr
opinion public allemand,noun_adj,fr-ud-train_02426,fr
liaison multiple double,noun_adj,fr-ud-train_02433,fr
bon petit café,adj_noun,fr-ud-train_02434,fr
cape rouge pourpre,noun_adj,fr-ud-train_02445,fr
vieux haut allemand,adj_noun,fr-ud-train_02456,fr
musique militaire traditionnel,noun_adj,fr-ud-train_02495,fr
opérateur économique honnête,noun_adj,fr-ud-train_02508,fr
zone humide profond,noun_adj,fr-ud-train_02555,fr
art classique grec,noun_adj,fr-ud-train_02568,fr
régime hydrographique méridional,noun_adj,fr-ud-train_02578,fr
organisation politique légal,noun_adj,fr-ud-train_02596,fr
film documentaire français,noun_adj,fr-ud-train_02598,fr
complexe industriel ancien,noun_adj,fr-ud-train_02601,fr
frein avant cassé,noun_adj,fr-ud-train_02603,fr
dialecte wallon oriental,noun_adj,fr-ud-train_02612,fr
sculpture végétal magistral,noun_adj,fr-ud-train_02645,fr
premier grand compétition,adj_noun,fr-ud-train_02670,fr
chanteur algérien natif,noun_adj,fr-ud-train_02684,fr
presse français dupe,noun_adj,fr-ud-train_02697,fr
séquence nucléotidique spécifique,noun_adj,fr-ud-train_02705,fr
groupe vocal américain,noun_adj,fr-ud-train_02768,fr
organe indépendant tunisien,noun_adj,fr-ud-train_02796,fr
arrangement financier confidentiel,noun_adj,fr-ud-train_02890,fr
troisième grand officier,adj_noun,fr-ud-train_02892,fr
comité consultatif britannique,noun_adj,fr-ud-train_02913,fr
aviation militaire belge,noun_adj,fr-ud-train_02923,fr
mouvement syndical enseignant,noun_adj,fr-ud-train_02933,fr
lecteur multimédia portable,noun_adj,fr-ud-train_03019,fr
extraterrestre arcadien capable,noun_adj,fr-ud-train_03020,fr
affaire étranger français,noun_adj,fr-ud-train_03047,fr
avantage compétitif net,noun_adj,fr-ud-train_03078,fr
poésie persan traditionnel,noun_adj,fr-ud-train_03093,fr
force maritime japonais,noun_adj,fr-ud-train_03121,fr
réalité administratif unique,noun_adj,fr-ud-train_03162,fr
personne âgé dépendant,noun_adj,fr-ud-train_03172,fr
droit international humanitaire,noun_adj,fr-ud-train_03180,fr
genre humain entier,noun_adj,fr-ud-train_03276,fr
mesure judiciaire civil,noun_adj,fr-ud-train_03282,fr
éditeur américain indépendant,noun_adj,fr-ud-train_03303,fr
réalité précis organisé,noun_adj,fr-ud-train_03329,fr
parti communiste français,noun_adj,fr-ud-train_03383,fr
hétéroclite jeune homme,adj_noun,fr-ud-train_03390,fr
commune rural riche,noun_adj,fr-ud-train_03412,fr
équipe national allemand,noun_adj,fr-ud-train_03413,fr
parti social majoritaire,noun_adj,fr-ud-train_03457,fr
nombreux grand travail,adj_noun,fr-ud-train_03477,fr
coureur cycliste anglais,noun_adj,fr-ud-train_03488,fr
émirat territorial siculo-mahométan,noun_adj,fr-ud-train_03513,fr
communauté bouddhique international,noun_adj,fr-ud-train_03556,fr
commission national bipartisan,noun_adj,fr-ud-train_03564,fr
médecine traditionnel asiatique,noun_adj,fr-ud-train_03594,fr
émirat arabe uni,noun_adj,fr-ud-train_03607,fr
dodo fixmz disparu,noun_adj,fr-ud-train_03645,fr
parti libéral brésilien,noun_adj,fr-ud-train_03646,fr
parti politique monarchiste,noun_adj,fr-ud-train_03646,fr
partido liberal brasileiro,noun_adj,fr-ud-train_03646,fr
parti socialiste bulgare,noun_adj,fr-ud-train_03711,fr
église grec orthodoxe,noun_adj,fr-ud-train_03726,fr
activité économique différent,noun_adj,fr-ud-train_03755,fr
dessin technique critique,noun_adj,fr-ud-train_03767,fr
jargon hippique particulier,noun_adj,fr-ud-train_03783,fr
version officiel tel,noun_adj,fr-ud-train_03806,fr
service sanitaire russe,noun_adj,fr-ud-train_03810,fr
ensemble palatial lumineux,noun_adj,fr-ud-train_03827,fr
lunette arrière minimal,noun_adj,fr-ud-train_03828,fr
processus biologique complexe,noun_adj,fr-ud-train_03874,fr
mythologie celtique irlandais,noun_adj,fr-ud-train_03887,fr
classe moyen réduit,noun_adj,fr-ud-train_03890,fr
retentissement médiatique réel,noun_adj,fr-ud-train_03892,fr
richesse biologique digne,noun_adj,fr-ud-train_03923,fr
administrateur général délégué,noun_adj,fr-ud-train_03929,fr
conservatoire national supérieur,noun_adj,fr-ud-train_03949,fr
hiérarchie numérique plésiochrone,noun_adj,fr-ud-train_03961,fr
plesiochronous digital hierarchy,adj_noun,fr-ud-train_03961,fr
homme politique français,noun_adj,fr-ud-train_03974,fr
bon petit plat,adj_noun,fr-ud-train_04010,fr
essai subséquent tel,noun_adj,fr-ud-train_04068,fr
président français inconscient,noun_adj,fr-ud-train_04082,fr
valeur mobilier assimilable,noun_adj,fr-ud-train_04109,fr
beau jeune femme,adj_noun,fr-ud-train_04138,fr
graphe simple planaire connexe,noun_adj,fr-ud-train_04221,fr
ligne vertical jaune,noun_adj,fr-ud-train_04228,fr
tennis professionnel féminin,noun_adj,fr-ud-train_04266,fr
contrainte matériel applicable,noun_adj,fr-ud-train_04285,fr
first australian imperial force,adj_noun,fr-ud-train_04286,fr
température moyen annuel,noun_adj,fr-ud-train_04316,fr
société politique français révolutionnaire,noun_adj,fr-ud-train_04368,fr
élément chiffré précis,noun_adj,fr-ud-train_04387,fr
université privé japonais,noun_adj,fr-ud-train_04395,fr
entier positif inférieur,noun_adj,fr-ud-train_04422,fr
mélodie punk brut typique,noun_adj,fr-ud-train_04426,fr
chaîne alimentaire terrestre,noun_adj,fr-ud-train_04437,fr
opération militaire terrestre,noun_adj,fr-ud-train_04440,fr
film muet américain,noun_adj,fr-ud-train_04477,fr
rappeur français originaire,noun_adj,fr-ud-train_04486,fr
style architectural roman,noun_adj,fr-ud-train_04493,fr
championnat domestique compétitif,noun_adj,fr-ud-train_04606,fr
abondance molaire atomique,noun_adj,fr-ud-train_04629,fr
club champion africain,noun_adj,fr-ud-train_04649,fr
nom vernaculaire ambigu,noun_adj,fr-ud-train_04677,fr
point politique important,noun_adj,fr-ud-train_04696,fr
division administratif français,noun_adj,fr-ud-train_04736,fr
capital génétique intact,noun_adj,fr-ud-train_04739,fr
banque public iranien,noun_adj,fr-ud-train_04751,fr
surveillance sanguin régulier,noun_adj,fr-ud-train_04753,fr
nombreux petit cation,adj_noun,fr-ud-train_04809,fr
conseil national libyen,noun_adj,fr-ud-train_04810,fr
population japonais évacué,noun_adj,fr-ud-train_04811,fr
auteur féministe francophone,noun_adj,fr-ud-train_04851,fr
pays latin hippophage,noun_adj,fr-ud-train_04864,fr
film fantastique américain,noun_adj,fr-ud-train_04893,fr
secteur public haïtien,noun_adj,fr-ud-train_04907,fr
service public présent,noun_adj,fr-ud-train_04944,fr
homme politique belge francophone libéral,noun_adj,fr-ud-train_04958,fr
université militaire aérien,noun_adj,fr-ud-train_04966,fr
district amministratif libanais,noun_adj,fr-ud-train_05004,fr
formation politique islamiste,noun_adj,fr-ud-train_05011,fr
vol transméridien supérieur,noun_adj,fr-ud-train_05016,fr
centrale félin belge,noun_adj,fr-ud-train_05018,fr
répartition longitudinal favorable,noun_adj,fr-ud-train_05036,fr
île vierge américain,noun_adj,fr-ud-train_05051,fr
coureur cycliste professionnel français,noun_adj,fr-ud-train_05061,fr
essence feuillu dominant,noun_adj,fr-ud-train_05072,fr
commission electoral indépendant,noun_adj,fr-ud-train_05094,fr
société savant photographique,noun_adj,fr-ud-train_05098,fr
niveau thermique bas,noun_adj,fr-ud-train_05164,fr
dette souverain américain,noun_adj,fr-ud-train_05219,fr
circonscription législatif français,noun_adj,fr-ud-train_05223,fr
agence immobilier compétent,noun_adj,fr-ud-train_05230,fr
personnalité national historique,noun_adj,fr-ud-train_05257,fr
étudiant constitutionnel démocrate,noun_adj,fr-ud-train_05267,fr
thème iconographique indien,noun_adj,fr-ud-train_05296,fr
beau beau prestation,adj_noun,fr-ud-train_05319,fr
système éducatif moderne,noun_adj,fr-ud-train_05352,fr
entreprise français disparu,noun_adj,fr-ud-train_05366,fr
choc culturel permanent,noun_adj,fr-ud-train_05493,fr
union démocratique croate,noun_adj,fr-ud-train_05531,fr
peuple maritime nomade,noun_adj,fr-ud-train_05545,fr
architecture contemporain occidental,noun_adj,fr-ud-train_05564,fr
gare ferroviaire français,noun_adj,fr-ud-train_05582,fr
congrès ornithologique international,noun_adj,fr-ud-train_05588,fr
nombreux petit bâtiment,adj_noun,fr-ud-train_05596,fr
folklore populaire français,noun_adj,fr-ud-train_05622,fr
homme politique français,noun_adj,fr-ud-train_05629,fr
budget militaire algérien,noun_adj,fr-ud-train_05630,fr
effet désinfectant élevé,noun_adj,fr-ud-train_05631,fr
joueur professionnel canadien,noun_adj,fr-ud-train_05651,fr
équipe national espagnol junior,noun_adj,fr-ud-train_05680,fr
dynamique nouveau outil,adj_noun,fr-ud-train_05710,fr
gare ferroviaire proche,noun_adj,fr-ud-train_05758,fr
école spécial militaire,noun_adj,fr-ud-train_05765,fr
décoration militaire belge,noun_adj,fr-ud-train_05801,fr
circuit numérique multi-horloge,noun_adj,fr-ud-train_05805,fr
bon vieux langue,adj_noun,fr-ud-train_05813,fr
terrain boisé difficile,noun_adj,fr-ud-train_05821,fr
ténor italien ancien,noun_adj,fr-ud-train_05849,fr
débit réel proche,noun_adj,fr-ud-train_05853,fr
connexion physique sous-jacent,noun_adj,fr-ud-train_05853,fr
enseignement rabbinique secret,noun_adj,fr-ud-train_05860,fr
doctrine rabbinique secret,noun_adj,fr-ud-train_05860,fr
prêtre catholique lituanien,noun_adj,fr-ud-train_05860,fr
film américain violent,noun_adj,fr-ud-train_05909,fr
station spatial international,noun_adj,fr-ud-train_05941,fr
valeur patrimonial malien,noun_adj,fr-ud-train_05987,fr
gouvernement communiste actuel,noun_adj,fr-ud-train_06018,fr
année civil précédent,noun_adj,fr-ud-train_06019,fr
tradition fromager modeste,noun_adj,fr-ud-train_06041,fr
intellectuel italien célèbre,noun_adj,fr-ud-train_06062,fr
potentiel industriel régional,noun_adj,fr-ud-train_06080,fr
condition climatique extrême,noun_adj,fr-ud-train_06115,fr
lunette astronomique puissant,noun_adj,fr-ud-train_06120,fr
nombreux court métrage,adj_noun,fr-ud-train_06133,fr
seul vrai stade,adj_noun,fr-ud-train_06158,fr
commission exécutif fédéral,noun_adj,fr-ud-train_06167,fr
conseil national sahraoui,noun_adj,fr-ud-train_06193,fr
variant génétique fréquent,noun_adj,fr-ud-train_06218,fr
acide gras trans,noun_adj,fr-ud-train_06242,fr
biplan biplace allemand,noun_adj,fr-ud-train_06275,fr
cité fortifié dace,noun_adj,fr-ud-train_06287,fr
fleur frais coupé,noun_adj,fr-ud-train_06311,fr
homme politique italien,noun_adj,fr-ud-train_06318,fr
ligne aérien marocain,noun_adj,fr-ud-train_06369,fr
système politique libéral,noun_adj,fr-ud-train_06388,fr
effet photoélectrique consécutif,noun_adj,fr-ud-train_06401,fr
lycée agricole privé,noun_adj,fr-ud-train_06409,fr
commando marin français,noun_adj,fr-ud-train_06431,fr
classe politique français,noun_adj,fr-ud-train_06460,fr
aviation privé allemand,noun_adj,fr-ud-train_06462,fr
envoyé spécial permanent,noun_adj,fr-ud-train_06472,fr
portée symbolique drôle,noun_adj,fr-ud-train_06532,fr
école laïque parisien,noun_adj,fr-ud-train_06549,fr
rapport économique embryonnaire,noun_adj,fr-ud-train_06570,fr
footballeur international hongrois,noun_adj,fr-ud-train_06631,fr
institution académique supérieur,noun_adj,fr-ud-train_06633,fr
droit civil français,noun_adj,fr-ud-train_06639,fr
commission militaire central,noun_adj,fr-ud-train_06694,fr
scrutin uninominal majoritaire,noun_adj,fr-ud-train_06727,fr
film burlesque américain,noun_adj,fr-ud-train_06763,fr
club pongiste important,noun_adj,fr-ud-train_06775,fr
charmant petit fille,adj_noun,fr-ud-train_06809,fr
solde naturel annuel,noun_adj,fr-ud-train_06811,fr
cible militaire clair,noun_adj,fr-ud-train_06824,fr
école national supérieur agronomique,noun_adj,fr-ud-train_06829,fr
signal noradrénergique amygdalien,noun_adj,fr-ud-train_06831,fr
accord préalable écrit,noun_adj,fr-ud-train_06843,fr
orgue basaltique proche,noun_adj,fr-ud-train_06906,fr
politique commercial extérieur,noun_adj,fr-ud-train_06929,fr
union douanier sud-africain,noun_adj,fr-ud-train_06929,fr
film muet français,noun_adj,fr-ud-train_06935,fr
donnée personnel intégré,noun_adj,fr-ud-train_06954,fr
charmant petit resto,adj_noun,fr-ud-train_06967,fr
poids brut manquant,noun_adj,fr-ud-train_06972,fr
avantage commercial indéniable,noun_adj,fr-ud-train_06979,fr
remarquable second partie,adj_noun,fr-ud-train_07011,fr
organisation laïque présent,noun_adj,fr-ud-train_07019,fr
athlète américain spécialiste,noun_adj,fr-ud-train_07026,fr
famille patricien gênois,noun_adj,fr-ud-train_07031,fr
dépôt marin argileux,noun_adj,fr-ud-train_07043,fr
capot noir mat,noun_adj,fr-ud-train_07066,fr
politique africain français,noun_adj,fr-ud-train_07113,fr
politique colonial marocain,noun_adj,fr-ud-train_07127,fr
réalisation cinématographique ivoirien,noun_adj,fr-ud-train_07129,fr
fonds monétaire international,noun_adj,fr-ud-train_07131,fr
circonscription électoral fédéral,noun_adj,fr-ud-train_07132,fr
croyant fugitif violent,noun_adj,fr-ud-train_07158,fr
circuit neural spécifique,noun_adj,fr-ud-train_07163,fr
autorité bancaire européen,noun_adj,fr-ud-train_07166,fr
forme physique plaisant,noun_adj,fr-ud-train_07199,fr
chambre funéraire intact,noun_adj,fr-ud-train_07221,fr
arme humanoïde spatial,noun_adj,fr-ud-train_07225,fr
famille noble originaire,noun_adj,fr-ud-train_07267,fr
style baroque tardif,noun_adj,fr-ud-train_07269,fr
meilleur nouveau starlette,adj_noun,fr-ud-train_07277,fr
mitrailleuse lourd standard,noun_adj,fr-ud-train_07323,fr
crevette rose salé,noun_adj,fr-ud-train_07328,fr
division administratif français,noun_adj,fr-ud-train_07346,fr
tribu arabe chrétien,noun_adj,fr-ud-train_07372,fr
médecine tibétain traditionnel,noun_adj,fr-ud-train_07425,fr
marqueur biologique présent,noun_adj,fr-ud-train_07445,fr
mode intelligent performant,noun_adj,fr-ud-train_07459,fr
tradition culinaire niçois,noun_adj,fr-ud-train_07485,fr
homme politique français,noun_adj,fr-ud-train_07488,fr
plante herbacé annuel,noun_adj,fr-ud-train_07492,fr
joug colonial français,noun_adj,fr-ud-train_07511,fr
école baroque français,noun_adj,fr-ud-train_07520,fr
english historical school,adj_noun,fr-ud-train_07525,fr
surfeur professionnel hawaïen,noun_adj,fr-ud-train_07558,fr
capacité financier requis,noun_adj,fr-ud-train_07581,fr
résistance intellectuel français,noun_adj,fr-ud-train_07602,fr
musée archéologique italien,noun_adj,fr-ud-train_07719,fr
république socialiste soviétique,noun_adj,fr-ud-train_07726,fr
espace individuel restreint,noun_adj,fr-ud-train_07732,fr
espace collectif vaste,noun_adj,fr-ud-train_07732,fr
région boisé tropical,noun_adj,fr-ud-train_07761,fr
homme politique serbe,noun_adj,fr-ud-train_07796,fr
arrêté ministériel relatif,noun_adj,fr-ud-train_07821,fr
infection respiratoire aigu,noun_adj,fr-ud-train_07851,fr
énergie mécanique total,noun_adj,fr-ud-train_07884,fr
climat subtropical humide,noun_adj,fr-ud-train_07906,fr
maîtrise technique sophistiqué,noun_adj,fr-ud-train_07910,fr
ordre honorifique brésilien,noun_adj,fr-ud-train_07918,fr
fascisme ordinaire courant,noun_adj,fr-ud-train_07985,fr
intérêt collectif agricole,noun_adj,fr-ud-train_07994,fr
hypertension artériel gravidique,noun_adj,fr-ud-train_07996,fr
dangereux petit radical,adj_noun,fr-ud-train_08056,fr
commission mixte algéro-malien,noun_adj,fr-ud-train_08078,fr
tribu indien nord-américain,noun_adj,fr-ud-train_08099,fr
rendu visuel naturel,noun_adj,fr-ud-train_08108,fr
office national interprofessionnel,noun_adj,fr-ud-train_08199,fr
office national interprofessionnel,noun_adj,fr-ud-train_08199,fr
dirigeant sportif français,noun_adj,fr-ud-train_08255,fr
mouvement artistique contemporain français,noun_adj,fr-ud-train_08271,fr
scrutin uninominal majoritaire,noun_adj,fr-ud-train_08328,fr
scrutin proportionnel mixte,noun_adj,fr-ud-train_08328,fr
cour pénal international,noun_adj,fr-ud-train_08360,fr
domaine féodal japonais,noun_adj,fr-ud-train_08413,fr
débit mensuel moyen,noun_adj,fr-ud-train_08426,fr
parc naturel régional,noun_adj,fr-ud-train_08427,fr
émirats arabe uni,noun_adj,fr-ud-train_08442,fr
port naturel saoudien,noun_adj,fr-ud-train_08442,fr
série télévisé canadien,noun_adj,fr-ud-train_08494,fr
amplitude thermique important,noun_adj,fr-ud-train_08503,fr
représentation diplomatique espagnol,noun_adj,fr-ud-train_08566,fr
flanc droit unioniste,noun_adj,fr-ud-train_08581,fr
calendrier julien proleptique,noun_adj,fr-ud-train_08595,fr
homologue européen victime,noun_adj,fr-ud-train_08608,fr
élection législatif anticipé,noun_adj,fr-ud-train_08627,fr
espace vert municipal,noun_adj,fr-ud-train_08649,fr
système nerveux central,noun_adj,fr-ud-train_08650,fr
foi catholique profond,noun_adj,fr-ud-train_08672,fr
sphère académique européen,noun_adj,fr-ud-train_08688,fr
chapelle castral contemporain,noun_adj,fr-ud-train_08709,fr
gag sublmie informulé,noun_adj,fr-ud-train_08730,fr
force spécial français,noun_adj,fr-ud-train_08745,fr
intervention armé extérieur,noun_adj,fr-ud-train_08755,fr
activité commercial actif,noun_adj,fr-ud-train_08756,fr
entreprise européen innovant,noun_adj,fr-ud-train_08758,fr
viande rouge algérien,noun_adj,fr-ud-train_08773,fr
hiérarchie social complexe,noun_adj,fr-ud-train_08796,fr
seul grand tour,adj_noun,fr-ud-train_08818,fr
distribution angulaire proportionnel,noun_adj,fr-ud-train_08879,fr
ordre monastique français,noun_adj,fr-ud-train_08947,fr
école normal supérieur,noun_adj,fr-ud-train_08981,fr
courbe épidémique équivalent,noun_adj,fr-ud-train_08988,fr
feuille caulinaire rare,noun_adj,fr-ud-train_08997,fr
forme actif définitif,noun_adj,fr-ud-train_09018,fr
paysage linguistique kanak,noun_adj,fr-ud-train_09033,fr
ensemble culturel océanien,noun_adj,fr-ud-train_09033,fr
tradition alchimique individualiste important,noun_adj,fr-ud-train_09066,fr
école national supérieur,noun_adj,fr-ud-train_09083,fr
eau doux disponible,noun_adj,fr-ud-train_09117,fr
parti politique québécois,noun_adj,fr-ud-train_09166,fr
château français néoclassique,noun_adj,fr-ud-train_09189,fr
zone éruptif important,noun_adj,fr-ud-train_09230,fr
femme politique roumain,noun_adj,fr-ud-train_09243,fr
aileron arrière mobile,noun_adj,fr-ud-train_09267,fr
phénomène cognitif complexe,noun_adj,fr-ud-train_09296,fr
alphabet phonétique international,noun_adj,fr-ud-train_09314,fr
relooking extrême moderne,noun_adj,fr-ud-train_09353,fr
route national marocain,noun_adj,fr-ud-train_09373,fr
personnalité politique français,noun_adj,fr-ud-train_09382,fr
congrès ornithologique international,noun_adj,fr-ud-train_09410,fr
projet autoroutier interurbain,noun_adj,fr-ud-train_09433,fr
peintre italien baroque,noun_adj,fr-ud-train_09445,fr
soutien politique important,noun_adj,fr-ud-train_09480,fr
grand-mère maternel russe,noun_adj,fr-ud-train_09509,fr
système juridique indépendant,noun_adj,fr-ud-train_09517,fr
ancien premier ministre,adj_noun,fr-ud-train_09518,fr
contexte économique actuel,noun_adj,fr-ud-train_09546,fr
division territorial historique,noun_adj,fr-ud-train_09549,fr
prêtre jésuite français,noun_adj,fr-ud-train_09577,fr
tradition grammatical latin,noun_adj,fr-ud-train_09633,fr
peintre italien baroque,noun_adj,fr-ud-train_09640,fr
initiative populaire suisse,noun_adj,fr-ud-train_09642,fr
coureur cycliste serbe,noun_adj,fr-ud-train_09662,fr
situation politique intérieur français,noun_adj,fr-ud-train_09682,fr
