phrase,order,sentence_id,language
второй мировой война,adj_noun,train-s910,ru
второй сольный альбом,adj_noun,train-s915,ru
стройный административный система,adj_noun,train-s930,ru
ясный солнечный погода,adj_noun,train-s932,ru
ближайший населенный пункт,adj_noun,train-s937,ru
ворошиловградский паровозостроительный завод,adj_noun,train-s944,ru
низший английский лига,adj_noun,train-s964,ru
государственный геральдический регистр,adj_noun,train-s976,ru
государственный геральдический реестр,adj_noun,train-s976,ru
софийский областной комитет,adj_noun,train-s978,ru
новгородский антониев монастырь,adj_noun,train-s982,ru
новгородский духовный семинария,adj_noun,train-s982,ru
известный шекспировский монолог,adj_noun,train-s985,ru
многий лабораторный штамм,adj_noun,train-s991,ru
огромный принципиальный важность,adj_noun,train-s996,ru
родной родительский село,adj_noun,train-s1000,ru
фрагментарный буддийский санскритский текст,adj_noun,train-s1011,ru
жизнь настоящий земной,noun_adj,train-s1035,ru
украинский медицинский лицей,adj_noun,train-s1039,ru
древний бронзовый скульптура,adj_noun,train-s1045,ru
живой концертный выступление,adj_noun,train-s1058,ru
новый общий каталог,adj_noun,train-s1064,ru
средний немецкий подводный лодка,adj_noun,train-s1067,ru
второй мировой война,adj_noun,train-s1067,ru
удопочитаемый английский перевод,adj_noun,train-s1082,ru
ортодоксальный двухходовый задача,adj_noun,train-s1096,ru
николаевский цементный завод,adj_noun,train-s1099,ru
заполярный сибирский город,adj_noun,train-s1109,ru
генерализованный уртикарный сыпь,adj_noun,train-s1111,ru
международный юниорский хоккейный лига,adj_noun,train-s1116,ru
российский космический программа,adj_noun,train-s1121,ru
популярный туристический направление,adj_noun,train-s1123,ru
богдановский сельский поселение,adj_noun,train-s1145,ru
различный инерциальный система,adj_noun,train-s1151,ru
юбилейный театрализованный вечер,adj_noun,train-s1157,ru
дневной мыльный опера,adj_noun,train-s1158,ru
космологический красный смещение,adj_noun,train-s1164,ru
известный французский ученый,adj_noun,train-s1177,ru
великий правовой система,adj_noun,train-s1177,ru
современный правовой карта,adj_noun,train-s1177,ru
священный римский империя,adj_noun,train-s1186,ru
элский узкоколейный железный дорога,adj_noun,train-s1203,ru
октябрьский железный дорога,adj_noun,train-s1204,ru
основной экологический проблема,adj_noun,train-s1240,ru
ранний известный полуобезьяна,adj_noun,train-s1242,ru
демьяновский городской поселение,adj_noun,train-s1246,ru
священный римский империя,adj_noun,train-s1259,ru
пехотный резервный полк,adj_noun,train-s1263,ru
российский лесопромышленный бизнес,adj_noun,train-s1266,ru
глубокий мягкий ткань,adj_noun,train-s1267,ru
немецкий торговый дом,adj_noun,train-s1286,ru
многий местный житель,adj_noun,train-s1288,ru
первый совместный титул,adj_noun,train-s1290,ru
шатурский муниципальный район,adj_noun,train-s1295,ru
известный парапланерный компания,adj_noun,train-s1299,ru
высший законодательный акт,adj_noun,train-s1309,ru
первый студенческий общежитие,adj_noun,train-s1315,ru
прямой береговой линия,adj_noun,train-s1322,ru
головной пассажирский вагон,adj_noun,train-s1338,ru
бэллевьюльский психиатрический больница,adj_noun,train-s1351,ru
крупный земельный собственник,adj_noun,train-s1359,ru
еврейский молитвенный дом,adj_noun,train-s1366,ru
крупный буддийский монастырь,adj_noun,train-s1373,ru
американский трехосный автомобиль,adj_noun,train-s1382,ru
высокий средний скорость,adj_noun,train-s1382,ru
сомалийский демократический фронт,adj_noun,train-s1388,ru
сомалийский национальный движение,adj_noun,train-s1388,ru
различный христианский конфессия,adj_noun,train-s1392,ru
углубленный глинобитный печь,adj_noun,train-s1402,ru
передвижной механизированный колонна,adj_noun,train-s1425,ru
крупный валютный спекулянт,adj_noun,train-s1442,ru
ступенчатый спиралеобразный фонарь,adj_noun,train-s1445,ru
металлический фигурный корона,adj_noun,train-s1445,ru
некоммерческий операционный система,adj_noun,train-s1480,ru
русский поместный церковь,adj_noun,train-s1496,ru
международный политический скандал,adj_noun,train-s1497,ru
советский молодежный движение,adj_noun,train-s1500,ru
sovetia junulara movado,adj_noun,train-s1500,ru
негостеприимный красный баффаленок,adj_noun,train-s1503,ru
сводный стерлитамакский корпус,adj_noun,train-s1504,ru
первый мировой война,adj_noun,train-s1505,ru
коалиционный временный правительство,adj_noun,train-s1525,ru
американский независимый режиссер,adj_noun,train-s1539,ru
световой чихательный рефлекс,adj_noun,train-s1563,ru
влажный холодный показатель,adj_noun,train-s1570,ru
новый теплый деревянный церковь,adj_noun,train-s1588,ru
будущий серебряный призер,adj_noun,train-s1599,ru
последний восьмицилиндровый модель,adj_noun,train-s1602,ru
современный западный экономика,adj_noun,train-s1630,ru
таганрогский государственный педагогический институт,adj_noun,train-s1644,ru
распространенный животный вид,adj_noun,train-s1653,ru
многотомный энциклопедический издание,adj_noun,train-s1660,ru
первый национальный военный училище,adj_noun,train-s1672,ru
немецкий демократический партия,adj_noun,train-s1679,ru
новый профсоюзный организация,adj_noun,train-s1688,ru
областной краеведческий музей,adj_noun,train-s1694,ru
мурманский областной художественный музей,adj_noun,train-s1694,ru
отдельный тематический группа,adj_noun,train-s1696,ru
академический художественный образование,adj_noun,train-s1696,ru
немецкий актерский мастерство,adj_noun,train-s1699,ru
другой мотрильский мученик,adj_noun,train-s1705,ru
пражский симфонический оркестр,adj_noun,train-s1711,ru
однолетний укорененный черенок,adj_noun,train-s1716,ru
развитый устойчивый корневой система,adj_noun,train-s1716,ru
сильный надземный прирост,adj_noun,train-s1716,ru
яркий экзотический необычность,adj_noun,train-s1717,ru
рябовский городской поселение,adj_noun,train-s1718,ru
деревянный наземный здание,adj_noun,train-s1725,ru
граничный электронный теория,adj_noun,train-s1737,ru
самостоятельный эволюционный путь,adj_noun,train-s1741,ru
настоящий чистый стоимость,adj_noun,train-s1743,ru
второй ливанский война,adj_noun,train-s1744,ru
специализированный противотанковый орудие,adj_noun,train-s1752,ru
древнейший ископаемый представитель,adj_noun,train-s1757,ru
свободный программный обеспечение,adj_noun,train-s1762,ru
ложный острый живот,adj_noun,train-s1778,ru
положительный перитонеальный явление,adj_noun,train-s1778,ru
обратный биномиальный распределение,adj_noun,train-s1788,ru
иной кредитный организация,adj_noun,train-s1792,ru
первый мировой война,adj_noun,train-s1798,ru
итальянский линейный флот,adj_noun,train-s1798,ru
настоящий реальный мир,adj_noun,train-s1803,ru
другой мешотчатый крыса,adj_noun,train-s1806,ru
жесткий защитный игла,adj_noun,train-s1806,ru
короткий средний путь,adj_noun,train-s1807,ru
синтетический эластичный колготки,adj_noun,train-s1808,ru
мифологический небесный замок,adj_noun,train-s1810,ru
профильный интегрированный структура,adj_noun,train-s1824,ru
объединенный авиастроительный корпорация,adj_noun,train-s1824,ru
крупнейший самолетостроительный предприятие,adj_noun,train-s1824,ru
крупнейший вертолетостроительный предприятие,adj_noun,train-s1824,ru
хороший критический обозрение,adj_noun,train-s1828,ru
именитый испанский клуб,adj_noun,train-s1832,ru
высший технический образование,adj_noun,train-s1844,ru
ташкентский политехнический институт,adj_noun,train-s1844,ru
американский театральный консерватория,adj_noun,train-s1858,ru
мариупольский греческий диалект,adj_noun,train-s1864,ru
истинный эндогенный алкоголь,adj_noun,train-s1865,ru
условный эндогенный алкоголь,adj_noun,train-s1865,ru
разнообразный боевой система,adj_noun,train-s1870,ru
американский государственный управление,adj_noun,train-s1874,ru
верхний дыхательный путь,adj_noun,train-s1882,ru
домашний начальный образование,adj_noun,train-s1884,ru
киевский духовный академия,adj_noun,train-s1884,ru
олонецкий горный завод,adj_noun,train-s1887,ru
старинный шотландский род,adj_noun,train-s1887,ru
бабаевский административный район,adj_noun,train-s1889,ru
государственный водный реестр,adj_noun,train-s1895,ru
верхневолжский бассейновый округ,adj_noun,train-s1895,ru
святой римский церковь,adj_noun,train-s1898,ru
салаватский городской типография,adj_noun,train-s1906,ru
дуговой ртутный люминесцентный лампа,adj_noun,train-s1907,ru
последний грузинский царь,adj_noun,train-s1910,ru
шведский полевой почта,adj_noun,train-s1928,ru
дореформенный каменский сельсовет,adj_noun,train-s1930,ru
литовский духовный семинария,adj_noun,train-s1940,ru
волгоградский судостроительный завод,adj_noun,train-s1946,ru
российский самодержавный государственный устройство,adj_noun,train-s1955,ru
тщательный медицинский обследование,adj_noun,train-s1958,ru
озерский сельский поселение,adj_noun,train-s1960,ru
известный английский исследователь,adj_noun,train-s1963,ru
соответствующий медицинский учреждение,adj_noun,train-s1987,ru
полнометражный документальный фильм,adj_noun,train-s1992,ru
уникальный совместный проект,adj_noun,train-s1992,ru
всесоюзный энтомологический общество,adj_noun,train-s1996,ru
известный сольный хит,adj_noun,train-s1999,ru
болгарский социалистический партия,adj_noun,train-s2035,ru
единственный буддистский храм,adj_noun,train-s2038,ru
средний абсолютный размер,adj_noun,train-s2042,ru
годовой заработный плата,adj_noun,train-s2042,ru
французский судоходный компания,adj_noun,train-s2044,ru
морской пассажирский перевозка,adj_noun,train-s2051,ru
испанский конный пастух,adj_noun,train-s2060,ru
надежный готовый решение,adj_noun,train-s2063,ru
равный юридический право,adj_noun,train-s2070,ru
никодимовский молитвенный настрой,adj_noun,train-s2072,ru
мужской одиночный катание,adj_noun,train-s2090,ru
активный политический жизнь,adj_noun,train-s2091,ru
аналогичный камнеметный орудие,adj_noun,train-s2105,ru
левый революционный фраза,adj_noun,train-s2106,ru
полный рабочий день,adj_noun,train-s2116,ru
неполный рабочий день,adj_noun,train-s2116,ru
национальный сборный команда,adj_noun,train-s2118,ru
основной водный артерия,adj_noun,train-s2120,ru
берлинский филармонический оркестр,adj_noun,train-s2123,ru
классический польский гербовник,adj_noun,train-s2127,ru
польский дворянский герб,adj_noun,train-s2127,ru
традиционный пасхальный катание,adj_noun,train-s2148,ru
местный национальный сборная,adj_noun,train-s2151,ru
первый экранный поцелуй,adj_noun,train-s2172,ru
специальный административный район,adj_noun,train-s2192,ru
крупный внешнеполитический ошибка,adj_noun,train-s2195,ru
никулинский сельский поселение,adj_noun,train-s2213,ru
ненецкий двухмандатный избирательный округ,adj_noun,train-s2217,ru
другой эфирный масло,adj_noun,train-s2224,ru
современный бумагоделательный машина,adj_noun,train-s2229,ru
смешанный парный разряд,adj_noun,train-s2230,ru
ленинградский инженерный академия,adj_noun,train-s2233,ru
янгличский сельский поселение,adj_noun,train-s2235,ru
международный общественный движение,adj_noun,train-s2243,ru
второй скрипичный концерт,adj_noun,train-s2245,ru
петербургский коммерческий училище,adj_noun,train-s2252,ru
последний парламентский выборы,adj_noun,train-s2264,ru
хорватский демократический содружество,adj_noun,train-s2264,ru
отдельный гоночный серия,adj_noun,train-s2269,ru
воронежский уездный училищный совет,adj_noun,train-s2290,ru
прикарпатский военный округ,adj_noun,train-s2319,ru
гвардейский отдельный разведывательный батальон,adj_noun,train-s2319,ru
гвардейский стрелковый дивизия,adj_noun,train-s2319,ru
венетский лингвистический область,adj_noun,train-s2330,ru
североадриатический лингвистический область,adj_noun,train-s2330,ru
макарьевский хергозерский пустыня,adj_noun,train-s2333,ru
недействующий православный монастырь,adj_noun,train-s2333,ru
листопадный раскидистый дерево,adj_noun,train-s2338,ru
другой государственный учреждение,adj_noun,train-s2346,ru
известный русский советский писатель,adj_noun,train-s2358,ru
второй мировой война,adj_noun,train-s2369,ru
кобдоский военный суд,adj_noun,train-s2379,ru
советский военный инструктор,adj_noun,train-s2379,ru
второй мировой война,adj_noun,train-s2391,ru
высший международный награда,adj_noun,train-s2392,ru
ощутимый политический отпор,adj_noun,train-s2433,ru
революционный повстанческий армия,adj_noun,train-s2443,ru
местный коммунистический сила,adj_noun,train-s2450,ru
гвардейский реактивный артиллерийский бригада,adj_noun,train-s2452,ru
высший женский сельскохозяйственный курсы,adj_noun,train-s2459,ru
подмосковный каменноугольный бассейн,adj_noun,train-s2466,ru
известный русский поэт,adj_noun,train-s2470,ru
серьезный драматический роль,adj_noun,train-s2484,ru
эффектный пышногрудый блондинка,adj_noun,train-s2484,ru
ведущий макроморфологический критерий,adj_noun,train-s2492,ru
главный монастырский храм,adj_noun,train-s2516,ru
новый кафедральный собор,adj_noun,train-s2520,ru
высший партийный школа,adj_noun,train-s2522,ru
родной талышский язык,adj_noun,train-s2525,ru
российский рабочий группа,adj_noun,train-s2531,ru
различный военный маневр,adj_noun,train-s2532,ru
другой славянский язык,adj_noun,train-s2539,ru
королевский африканский компания,adj_noun,train-s2540,ru
одноэтажный деревянный постройка,adj_noun,train-s2545,ru
дальневосточный государственный институт,adj_noun,train-s2568,ru
многий социалистический страна,adj_noun,train-s2570,ru
традиционный китайский мысль,adj_noun,train-s2578,ru
орбитальный научный корпорация,adj_noun,train-s2584,ru
первый учебный заведение,adj_noun,train-s2586,ru
московский военный прогимназия,adj_noun,train-s2586,ru
полный преемственный связь,adj_noun,train-s2586,ru
московский военный прогимназия,adj_noun,train-s2586,ru
известный традиционный текст,adj_noun,train-s2589,ru
неутомимый общественный деятель,adj_noun,train-s2617,ru
владимирский ученый архивный комиссия,adj_noun,train-s2617,ru
владимирский краеведческий музей,adj_noun,train-s2617,ru
ранний компьютерный шина,adj_noun,train-s2635,ru
новый общий каталог,adj_noun,train-s2648,ru
развитый эндоплазматический ретикулум,adj_noun,train-s2657,ru
курский музыкальный училище,adj_noun,train-s2661,ru
московский филармонический общество,adj_noun,train-s2661,ru
лучший русский гравер,adj_noun,train-s2668,ru
первый печатный книга,adj_noun,train-s2669,ru
высокий мансардный крыша,adj_noun,train-s2681,ru
масштабный реставрационный работа,adj_noun,train-s2682,ru
целый польский королевство,adj_noun,train-s2690,ru
разный шелковый ткань,adj_noun,train-s2690,ru
собственный оригинальный метод,adj_noun,train-s2699,ru
сильный опорный пункт,adj_noun,train-s2705,ru
саратовский областной училище,adj_noun,train-s2710,ru
различный экзогенный аллерген,adj_noun,train-s2735,ru
четвертый всероссийский съезд,adj_noun,train-s2736,ru
малый революционный группа,adj_noun,train-s2749,ru
азербайджанский литературный язык,adj_noun,train-s2756,ru
стабильный восточный ветер,adj_noun,train-s2799,ru
военный профессиональный образование,adj_noun,train-s2801,ru
сомнительный телевизионный реклама,adj_noun,train-s2813,ru
прадавний сельский поверье,adj_noun,train-s2816,ru
самый южный точка,adj_noun,train-s2821,ru
киевский суворовский училище,adj_noun,train-s2822,ru
киевский общевойсковой командный училище,adj_noun,train-s2822,ru
второй мировой война,adj_noun,train-s2828,ru
великий отечественный война,adj_noun,train-s2828,ru
украинский политический деятель,adj_noun,train-s2832,ru
второй мировой война,adj_noun,train-s2841,ru
компактный костный ткань,adj_noun,train-s2843,ru
экспериментальный сочлененный трамвайный вагон,adj_noun,train-s2848,ru
даугавривский латышский стрелковый полк,adj_noun,train-s2849,ru
древний инкский верование,adj_noun,train-s2858,ru
высокопоставленный вьетнамский перебежчик,adj_noun,train-s2866,ru
российский общественный организация,adj_noun,train-s2868,ru
богатый португальский купец,adj_noun,train-s2871,ru
небольшой ростовский волость,adj_noun,train-s2885,ru
писарь польный литовский,noun_adj,train-s2889,ru
низкий специальный звание,adj_noun,train-s2892,ru
первый искусственный соломинка,adj_noun,train-s2896,ru
вьетнамский футбольный клуб,adj_noun,train-s2906,ru
единственный нормативный акт,adj_noun,train-s2907,ru
двухэтажный ведомственный общежитие,adj_noun,train-s2908,ru
двухэтажный кирпичный жилой дом,adj_noun,train-s2908,ru
первый квалификационный раунд,adj_noun,train-s2919,ru
поздний ледниковый период,adj_noun,train-s2925,ru
следующий смысловой значение,adj_noun,train-s2951,ru
литовский баскетбольный тренер,adj_noun,train-s2952,ru
испанский профессиональный теннисист,adj_noun,train-s2953,ru
ударный атомный авианосец,adj_noun,train-s2965,ru
муромцевский сельский поселение,adj_noun,train-s3009,ru
основной лесной богатство,adj_noun,train-s3011,ru
первый послевоенный год,adj_noun,train-s3012,ru
i кубанский съезд,adj_noun,train-s3019,ru
японский морской орудие,adj_noun,train-s3027,ru
новый технологический решение,adj_noun,train-s3033,ru
легион i альпийский юлиев,noun_adj,train-s3034,ru
совокупный рыночный капитализация,adj_noun,train-s3036,ru
развитой индустриальный страна,adj_noun,train-s3036,ru
best new guitarist,adj_noun,train-s3037,ru
отдельный саперный батальон,adj_noun,train-s3049,ru
кавказский горный хребет,adj_noun,train-s3051,ru
горький шоколадный лекарство,adj_noun,train-s3053,ru
характерный фиолетовый окраска,adj_noun,train-s3061,ru
талый снеговой вода,adj_noun,train-s3065,ru
новый крупный зерновой советский хозяйство,adj_noun,train-s3069,ru
свободный земельный фонд,adj_noun,train-s3069,ru
разный юношеский сборная,adj_noun,train-s3070,ru
ближайший железнодорожный станция,adj_noun,train-s3073,ru
московский железный дорога,adj_noun,train-s3073,ru
обширный внутренний помещение,adj_noun,train-s3074,ru
ленинградский государственный университет,adj_noun,train-s3104,ru
национальный хоккейный лига,adj_noun,train-s3110,ru
греческий иерусалимский монастырь,adj_noun,train-s3119,ru
одноступенчатый твердотопливный ракета,adj_noun,train-s3130,ru
сталинградский механический институт,adj_noun,train-s3138,ru
лучший новый кинорежиссер,adj_noun,train-s3143,ru
лучший молодой актер,adj_noun,train-s3143,ru
углянский сельский совет,adj_noun,train-s3151,ru
отдельный голый пик,adj_noun,train-s3153,ru
псковский монастырский церковь,adj_noun,train-s3161,ru
новый апокалиптический трилогия,adj_noun,train-s3175,ru
первый главный редактор,adj_noun,train-s3180,ru
прежний языческий верование,adj_noun,train-s3189,ru
собственный звукозаписывающий компания,adj_noun,train-s3195,ru
дроздовский сельский поселение,adj_noun,train-s3202,ru
вязовский вековой дубрава,adj_noun,train-s3208,ru
золотой драгунский сабля,adj_noun,train-s3209,ru
последний дипломатический победа,adj_noun,train-s3213,ru
дебютный короткометражный немой фильм,adj_noun,train-s3216,ru
ранний топонимический фамилия,adj_noun,train-s3219,ru
крупный девелоперский проект,adj_noun,train-s3226,ru
другой мексиканский эрудит,adj_noun,train-s3234,ru
малопроходимый байкальский хребет,adj_noun,train-s3242,ru
крупный музыкальный перфоманс,adj_noun,train-s3246,ru
венский государственный опера,adj_noun,train-s3246,ru
московский государственный театр,adj_noun,train-s3246,ru
российский национальный театр,adj_noun,train-s3246,ru
первый килевой судно,adj_noun,train-s3251,ru
многоцветковый лучевой зонтик,adj_noun,train-s3252,ru
богатый украинский землевладец,adj_noun,train-s3253,ru
слабый османский войско,adj_noun,train-s3263,ru
паскинский сельский округ,adj_noun,train-s3266,ru
первый балканский война,adj_noun,train-s3267,ru
второй балканский война,adj_noun,train-s3267,ru
первый мировой война,adj_noun,train-s3267,ru
третий политический партия,adj_noun,train-s3275,ru
недолгий совместный действие,adj_noun,train-s3289,ru
главный музыкальный проект,adj_noun,train-s3294,ru
известный советский композитор,adj_noun,train-s3305,ru
ростовский областной совет,adj_noun,train-s3318,ru
различный рекламный ролик,adj_noun,train-s3332,ru
различный возрастной группа,adj_noun,train-s3332,ru
николаевский кафедральный собор,adj_noun,train-s3341,ru
international gay festival,adj_noun,train-s3342,ru
белый гигроскопичный порошок,adj_noun,train-s3348,ru
прозрачный бесцветный кристалл,adj_noun,train-s3348,ru
примитивный суходольный рисоводство,adj_noun,train-s3349,ru
неудачный военный действие,adj_noun,train-s3355,ru
ленинградский музыкальный училище,adj_noun,train-s3358,ru
кировоградский музыкальный училище,adj_noun,train-s3362,ru
самый задний дверь,adj_noun,train-s3368,ru
первый китайский легкоатлет,adj_noun,train-s3370,ru
дагестанский конный полк,adj_noun,train-s3372,ru
разный пигмейский народ,adj_noun,train-s3392,ru
центральный музыкальный школа,adj_noun,train-s3393,ru
коалиционный временный правительство,adj_noun,train-s3396,ru
старинный русский заклинание,adj_noun,train-s3398,ru
трудовой красный знамя,adj_noun,train-s3401,ru
деревянный токарный изделие,adj_noun,train-s3408,ru
причудливый садовый цветок,adj_noun,train-s3408,ru
первый генеральный секретарь,adj_noun,train-s3418,ru
местный пермский коммунист,adj_noun,train-s3419,ru
датский национальный камерный оркестр,adj_noun,train-s3422,ru
правильный научный образование,adj_noun,train-s3425,ru
ростовский педагогический институт,adj_noun,train-s3435,ru
шестой студийный альбом,adj_noun,train-s3442,ru
расширенный технический поддержка,adj_noun,train-s3444,ru
open design alliance,adj_noun,train-s3444,ru
general public license,adj_noun,train-s3445,ru
young marble giant,adj_noun,train-s3449,ru
троицкий сельский поселение,adj_noun,train-s3457,ru
казанский театральный училище,adj_noun,train-s3461,ru
священный римский империя,adj_noun,train-s3497,ru
самый возрастной победитель,adj_noun,train-s3503,ru
